区域,小区名称,户型,面积,价格(万),单价(元/平米),性质,朝向,装修,是否有电梯,楼层,建筑年代,楼型
丰台,珠江御景 ,3室2厅,128.34,550,42855,,南北,精装,无,高楼层(共6层)2001年建,,-
丰台,珠江御景 ,3室1厅,138.15,610,44155,,南北,精装,无,中楼层(共9层)2000年建,,-
丰台,珠江御景 ,3室1厅,126.61,650,51339,,南北,其他,无,底层(共9层)2007年建,,-
丰台,珠江御景 ,3室1厅,126.61,650,51339,房本满五年,南北,其他,无,底层(共9层)2007年建,,-
丰台,南宫雅苑一期 ,2室1厅,80.58,291,36114,房本满五年,南北,精装,无,顶层(共6层)2003年建板楼,,-
丰台,南宫雅苑一期 ,2室1厅,80.5,291,36150,房本满五年,南北,简装,无,顶层(共6层)2003年建板楼,,-
丰台,蓝光云鼎 ,4房间2卫,59.78,325,54367,房本满五年,东西,精装,有电梯,顶层(共10层)2011年建塔楼,,-
丰台,亿城天筑 ,2房间1卫,34.17,150,43899,房本满五年,西,简装,有电梯,中楼层(共4层)2000年建板楼,,-
丰台,万科紫苑 ,3房间2卫,59.54,350,58785,房本满五年,北,精装,有电梯,中楼层(共9层)2012年建板塔结合,,-
丰台,正阳小区 ,2室1厅,64.87,389,59967,房本满五年,南,简装,无电梯,底层(共6层)1998年建板楼,,-
丰台,洋桥北里 ,2室1厅,59,335,56780,房本满五年,东西,简装,无电梯,顶层(共6层)1988年建板楼,,-
丰台,蔚园 ,2室1厅,58.92,340,57706,房本满五年,南北,精装,无电梯,中楼层(共6层)1995年建板楼,,-
丰台,丰泽居一号院 ,1室1厅,55.5,285,51352,房本满五年,南北,简装,无,底层(共6层)1993年建板楼,,-
丰台,马家堡西里 ,1室1厅,43.27,240,55466,房本满五年,东南,简装,无电梯,低楼层(共6层)1995年建板楼,,-
丰台,天伦北里 ,1室1厅,61.47,405,65886,房本满五年,东,精装,有电梯,中楼层(共9层)2006年建板塔结合,,-
丰台,三环新城8号院 ,1室1厅,74.67,430,57587,房本满五年,东南,精装,有电梯,中楼层(共15层)2007年建塔楼,,-
丰台,恋日嘉园一期 ,1室1厅,43.34,280,64606,,南,精装,有电梯,中楼层(共13层)2001年建板楼,,-
丰台,郑王坟141号院 ,2室1厅,55.6,305,54857,,南北,精装,无电梯,中楼层(共5层)1983年建板楼,,-
丰台,东山坡三里 ,2室2厅,108,448,41482,,南北,简装,无,底层(共6层)2000年建板楼,,-
丰台,珠江御景 ,3室1厅,130.49,510,39084,,南北,精装,无,中楼层(共11层)2007年建,,-
丰台,张郭庄小区 ,2室1厅,65.2,275,42178,,南北,精装,无,顶层(共5层)1991年建,,-
丰台,张郭庄小区 ,2室1厅,77.82,298,38294,,南北,简装,无,高楼层(共6层)1999年建,,-
丰台,玉皇庄小区 ,2室1厅,51.61,246,47666,,南北,精装,无,中楼层(共6层)1987年建板楼,,-
丰台,大成时代中心 ,2室1厅,159.83,767,47989,,西,精装,有电梯,顶层(共27层)2010年建塔楼,,-
丰台,崔村一里 ,3室1厅,59.5,219,36807,,南北,其他,无,中楼层(共5层)1982年建,,-
丰台,崔村一里 ,2室1厅,84.6,320,37826,,南北,简装,无,高楼层(共6层)2002年建板楼,,-
丰台,太平桥小区 ,2室1厅,58.17,355,61029,,南北,精装,无,顶层(共6层)1990年建板楼,,-
丰台,御景春天 ,1室1厅,49.34,251,50872,,西,其他,无,底层(共25层)2012年建塔楼,,-
丰台,中海九号公馆 ,6室3厅,431.4,3500,81132,,南北,毛坯,有电梯,3层2012年建,,-
丰台,翠海明苑 ,1室1厅,55.28,313,56621,,南,精装,无电梯,高楼层(共6层)2005年建板楼,,-
丰台,翠海明苑 ,1室0厅,47.5,258,54316,,南北,简装,无电梯,高楼层(共6层)2005年建板楼,,-
丰台,南庭新苑北区 ,1室1厅,49.96,255,51041,,东,精装,有电梯,低楼层(共15层)2012年建板楼,,-
丰台,南庭新苑北区 ,1室1厅,49.49,255,51526,,西,精装,有电梯,顶层(共15层)2012年建板楼,,-
丰台,翠海明苑 ,1室1厅,55.28,313,56621,房本满五年,南,精装,无电梯,高楼层(共6层)2005年建板楼,,-
丰台,翠海明苑 ,1室0厅,47.5,258,54316,房本满五年,南北,简装,无电梯,高楼层(共6层)2005年建板楼,,-
丰台,富卓苑 ,1室0厅,34.5,224,64928,房本满五年,北,简装,有电梯,中楼层(共20层)2001年建塔楼,,-
丰台,南庭新苑北区 ,1室1厅,49.96,255,51041,房本满五年,东,精装,有电梯,低楼层(共15层)2012年建板楼,,-
丰台,南庭新苑北区 ,1室1厅,49.49,255,51526,房本满五年,西,精装,有电梯,顶层(共15层)2012年建板楼,,-
丰台,五爱屯西街 ,2室1厅,58.8,228,38776,房本满五年,南北,简装,无电梯,顶层(共5层)1993年建板楼,,-
丰台,大成时代中心 ,1室1厅,80.17,376,46901,房本满五年,西,精装,有电梯,高楼层(共27层)2010年建塔楼,,-
丰台,名都家苑 ,1室0厅,55.82,365,65389,房本满五年,北,精装,有电梯,高楼层(共12层)2005年建板塔结合,,-
丰台,御景春天 ,1室1厅,48.31,241,49887,房本满五年,东,简装,无,低楼层(共25层)2012年建塔楼,,-
丰台,新华街六里 ,2室1厅,63.9,338,52896,房本满五年,南北,简装,无,低楼层(共6层)1995年建板楼,,-
丰台,左右坊 ,2室1厅,62.55,360,57554,房本满五年,西,其他,有电梯,低楼层(共16层)2011年建板楼,,-
丰台,张郭庄小区 ,2室1厅,54.5,220,40367,,南,其他,无,中楼层(共6层)1984年建,,-
丰台,南庭新苑北区 ,1室1厅,51.35,255,49660,,东南,简装,有电梯,中楼层(共15层)2012年建板楼,,-
丰台,中体奥林匹克花园三期 ,4室3厅,251.25,1180,46966,,南北,精装,无,底层(共3层)2007年建,,-
丰台,南宫雅苑一期 ,2室1厅,80.16,315,39297,,南北,精装,无,中楼层(共6层)2001年建板楼,,-
丰台,嘉园二里 ,2室1厅,54.95,220,40037,,东西,精装,无电梯,地下室(共6层)1998年建板楼,,-
丰台,六里桥北里 ,2室1厅,62.7,360,57417,,南西,简装,有电梯,顶层(共20层)1988年建塔楼,,-
丰台,南庭新苑北区 ,1室1厅,50.36,255,50636,,东,简装,有电梯,低楼层(共15层)2012年建板楼,,-
丰台,万年花城三期 ,1室1厅,66.76,415,62163,,西北,简装,有电梯,中楼层(共20层)2006年建板塔结合,,-
丰台,珠江骏景北区 ,1室1厅,69.46,388,55860,,东北,简装,有电梯,顶层(共18层)2004年建塔楼,,-
丰台,东山坡二里 ,2室1厅,47.9,246,51357,,东北,简装,无,顶层(共5层)1995年建板楼,,-
丰台,卢西嘉园 ,2室1厅,82,330,40244,,南北,简装,无,低楼层(共6层)2005年建板楼,,-
丰台,北京山语城 ,3室2厅,119.06,520,43676,,南北,精装,无,高楼层(共6层)2014年建板楼,,-
丰台,中体奥林匹克花园三期 ,4室3厅,251.75,1300,51639,,南北,精装,无,底层(共3层)2007年建,,-
丰台,园博嘉园 ,2室1厅,104.04,610,58632,,东南西,精装,无,中楼层(共15层)2015年建,,-
丰台,南宫雅苑二期 ,2室2厅,100.79,450,44648,,南北,精装,无,中楼层(共5层)2007年建板楼,,-
丰台,华富丽苑 ,1室1厅,70.1,350,49929,,东南,精装,有电梯,高楼层(共30层)2009年建塔楼,,-
丰台,西罗园三区 ,1室1厅,54.67,290,53046,,东,简装,有电梯,中楼层(共12层)1997年建板塔结合,,-
丰台,五爱屯西街 ,2室1厅,70.7,270,38190,,南北,简装,无电梯,顶层(共6层)1993年建板楼,,-
丰台,南庭新苑北区 ,1室1厅,49.37,255,51651,,东,简装,有电梯,低楼层(共15层)2012年建板楼,,-
丰台,南庭新苑北区 ,1室1厅,49.37,255,51651,房本满五年,东,简装,有电梯,低楼层(共15层)2012年建板楼,,-
丰台,南庭新苑北区 ,1室1厅,50.75,248,48867,房本满五年,西,简装,有电梯,高楼层(共15层)2012年建塔楼,,-
丰台,三环新城8号院 ,3室1厅,119.42,692,57947,房本满五年,南,简装,无,中楼层(共14层)2007年建板楼,,-
丰台,中体奥林匹克花园二期 ,1室1厅,60.64,305,50297,房本满五年,南,精装,无,低楼层(共6层)2007年建板楼,,-
丰台,北京山语城 ,4室2厅,159.51,749,46957,房本满五年,南北,其他,无,低楼层(共6层)2013年建板楼,,-
丰台,珠江御景 ,3室2厅,127.13,530,41690,房本满五年,南北,简装,无,低楼层(共9层)2007年建,,-
丰台,张郭庄小区 ,3室1厅,64.5,265,41086,房本满五年,南北,简装,无,顶层(共6层)1982年建,,-
丰台,园博府 ,3室2厅,187.86,1050,55893,房本满五年,南北,精装,无,低楼层(共22层)2014年建板楼,,-
丰台,7克拉 ,1房间1卫,46.71,175,37466,房本满五年,东,简装,有电梯,低楼层(共13层)2012年建板塔结合,,-
丰台,崔村一里 ,3室1厅,73.8,290,39296,房本满五年,南北,其他,无,顶层(共5层)1982年建,,-
丰台,北京山语城 ,4室2厅,157.86,740,46877,房本满五年,南北,精装,无,中楼层(共6层)2015年建板楼,,-
丰台,民岳家园 ,1室0厅,54.25,285,52535,房本满五年,东,精装,有电梯,中楼层(共23层)2007年建塔楼,,-
丰台,和义东里二区 ,2室1厅,57.36,300,52302,房本满五年,南北,其他,无,中楼层(共6层)1994年建板楼,,-
丰台,北京山语城 ,3室1厅,117.36,510,43457,房本满五年,南北,毛坯,无,中楼层(共6层)2012年建板楼,,-
丰台,北京山语城 ,3室2厅,124.21,583,46937,房本满五年,南北,其他,无,底层(共6层)2014年建板楼,,-
丰台,汤泉墅 ,3室1厅,95.38,435,45608,,南北,简装,无,中楼层(共6层)2013年建板楼,,-
丰台,汤泉墅 ,4室2厅,161.2,660,40943,,南北,毛坯,无,低楼层(共6层)2011年建板楼,,-
丰台,程庄南里 ,3室1厅,143.93,550,38214,,西北,简装,有电梯,低楼层(共21层)2003年建塔楼,,-
丰台,马家堡西里 ,2室1厅,55.19,299,54177,,东西,精装,无电梯,底层(共6层)1992年建板楼,,-
丰台,方南家园一期 ,4室2厅,149.3,550,36839,,南北,精装,无电梯,顶层(共6层)1996年建板楼,,-
丰台,民岳家园 ,2室1厅,100.24,510,50878,,东北,精装,有电梯,低楼层(共22层)2003年建板塔结合,,-
丰台,世纪金色嘉园 ,1室0厅,23.75,215,90527,,南,精装,有电梯,中楼层(共30层)2003年建塔楼,,-
丰台,祥瑞苑 ,2室1厅,81.96,426,51977,,东西北,简装,有电梯,高楼层(共14层)2000年建板楼,,-
丰台,芳园 ,2室1厅,59.8,335,56021,,南北,精装,无,中楼层(共6层)1993年建板楼,,-
丰台,玉林里小区 ,2室1厅,66.1,440,66566,,东南,其他,有电梯,高楼层(共18层)1993年建塔楼,,-
丰台,恋日嘉园二期 ,3室2厅,173.48,1180,68020,,南北,精装,有电梯,顶层(共18层)2003年建板楼,,-
丰台,翠林二里 ,1室1厅,43.12,275,63776,,西,简装,无电梯,低楼层(共6层)1996年建板楼,,-
丰台,永兴里 ,2室1厅,53.4,230,43072,,南北,简装,无,高楼层(共6层)1990年建板楼,,-
丰台,中海苏黎世家 ,3室2厅,134.55,1005,74694,,南北,其他,无,高楼层(共11层)2012年建板楼,,-
丰台,彩虹城四区 ,1房间1卫,44.46,150,33739,,西,简装,有电梯,中楼层(共16层)2007年建塔楼,,-
丰台,万科紫台 ,3室2厅,171.08,1450,84756,房本满五年,南北,精装,有电梯,高楼层(共11层)2006年建板楼,,-
丰台,银地家园 ,2室1厅,86.38,430,49781,房本满五年,东南,简装,有电梯,高楼层(共14层)2005年建板楼,,-
丰台,珠江峰景 ,3室1厅,141.27,920,65124,房本满五年,南北,精装,有电梯,顶层(共7层)2007年建板楼,,-
丰台,园博府 ,3室2厅,194.01,1180,60822,房本满五年,南西,精装,无,中楼层(共18层)2014年建板楼,,-
丰台,张郭庄小区 ,3室1厅,64.5,248,38450,房本满五年,南北,其他,无,顶层(共6层)1988年建,,-
丰台,建欣苑六里 ,3室2厅,130.28,650,49893,房本满五年,东南,毛坯,无,低楼层(共16层)2007年建塔楼,,-
丰台,芳园 ,2室1厅,59.72,340,56933,房本满五年,南北,精装,无电梯,高楼层(共6层)1993年建板楼,,-
丰台,蔚园 ,2室2厅,95.92,438,45664,房本满五年,西南北,精装,有电梯,高楼层(共20层)1997年建塔楼,,-
丰台,园博嘉园 ,2室1厅,87.51,469,53594,房本满五年,南北,其他,无,底层(共18层)2014年建,,-
丰台,永兴里 ,2室2厅,53.95,240,44486,房本满五年,南北,精装,无,底层(共6层)1995年建板楼,,-
丰台,园博嘉园 ,2室1厅,85.81,495,57686,房本满五年,南北,精装,无,低楼层(共14层)2014年建,,-
丰台,庄维多摩市二期 ,3室2厅,122.65,708,57726,房本满五年,西南北,精装,有电梯,低楼层(共21层)2004年建塔楼,,-
丰台,珠江峰景 ,车位,25.84,25,9675,,南,-,无,2006年建塔楼,,-
丰台,熙公馆 ,2房间1卫,81.99,325,39639,,南,精装,有电梯,高楼层(共6层)2012年建板楼,,-
丰台,领秀翡翠山 ,3室2厅,156.9,780,49714,,南北,精装,无,中楼层(共6层)2014年建板楼,,-
丰台,南宫雅苑二期 ,2室2厅,103.04,415,40276,,南北,精装,无,中楼层(共6层)2007年建板楼,,-
丰台,云岗南区西里 ,2室1厅,55.42,235,42404,,南北,简装,无,低楼层(共6层)2001年建,,-
丰台,万年花城四期 ,车位,35.92,35,9744,,南,有电梯,无,2008年建板楼,,-
丰台,西局欣园南区 ,2室2厅,93.45,648,69342,,东北,精装,有电梯,高楼层(共17层)2002年建板楼,,-
丰台,北京山语城 ,4室2厅,159.04,720,45272,,南北,精装,无,中楼层(共6层)2012年建板楼,,-
丰台,城市芳庭 ,3室1厅,125.01,690,55196,,西南,精装,有电梯,低楼层(共22层)1999年建塔楼,,-
丰台,南宫雅苑一期 ,2室1厅,83.68,323,38600,,南北,其他,无,底层(共6层)2001年建板楼,,-
丰台,汤泉墅 ,3室1厅,93.99,422,44899,,南北,精装,无,底层(共6层)2013年建板楼,,-
丰台,杜家坎小区 ,2室1厅,54.84,239,43582,,南北,精装,无,顶层(共6层)1990年建板楼,,-
丰台,明日嘉园 ,1室0厅,39.95,270,67585,,北,精装,无,中楼层(共24层)2003年建塔楼,,-
丰台,长安新城一区 ,1室1厅,55.55,282,50766,,北,简装,有电梯,高楼层(共28层)2005年建塔楼,,-
丰台,期颐百年 ,2室1厅,83.37,500,59974,,南北,简装,有电梯,顶层(共9层)2010年建板楼,,-
丰台,汤泉墅 ,3室2厅,123.86,550,44405,,南北,精装,无,高楼层(共6层)2013年建板楼,,-
丰台,珠江御景 ,3室2厅,136.96,630,45999,,南北,精装,无,底层(共9层)2007年建,,-
丰台,中体奥林匹克花园一期 ,3室2厅,158.7,790,49780,,南北,简装,无,高楼层(共6层)2007年建板楼,,-
丰台,西府景园 ,3室2厅,119.39,700,58632,房本满五年,南北,精装,有电梯,中楼层(共23层)2004年建板塔结合,,-
丰台,大成郡 ,车位,24.4,58,23771,房本满五年,南,-,无,2010年建板塔结合,,-
丰台,紫熙台 ,4房间2卫,152.09,700,46026,房本满五年,东南,精装,有电梯,高楼层(共26层)2014年建板塔结合,,-
丰台,紫熙台 ,3房间2卫,101.43,460,45352,房本满五年,北,精装,有电梯,中楼层(共26层)2014年建板塔结合,,-
丰台,卢西嘉园 ,2室1厅,81.4,355,43612,房本满五年,南北,简装,无,低楼层(共6层)2004年建板楼,,-
丰台,东山坡三里 ,2室2厅,103.5,385,37199,房本满五年,东西,简装,无,中楼层(共6层)2000年建板楼,,-
丰台,帝京花园 ,4室2厅,298.1,3000,100638,房本满五年,南北,简装,无,底层(共3层)1994年建,,-
丰台,杜家坎小区 ,3室1厅,74.61,300,40210,房本满五年,南北,其他,无,顶层(共6层)板楼,,-
丰台,珠江御景 ,3室2厅,138.82,730,52587,房本满五年,南北,简装,无,顶层(共6层)2006年建,,-
丰台,北京山语城 ,4室2厅,165.7,778,46953,房本满五年,南北,其他,无,底层(共6层)2012年建板楼,,-
丰台,北京山语城 ,4室2厅,159.95,720,45015,房本满五年,南北,其他,无,低楼层(共6层)2013年建板楼,,-
丰台,北京山语城 ,3室2厅,125.23,585,46715,房本满五年,南北,精装,无,中楼层(共6层)2012年建板楼,,-
丰台,珠江御景 ,3室2厅,139.42,627,44973,房本满五年,南北,其他,无,低楼层(共9层)2006年建,,-
丰台,南极星 ,2室1厅,87.41,410,46906,房本满五年,西南,简装,有电梯,底层(共24层)2001年建塔楼,,-
丰台,珠光逸景二期 ,2室1厅,80.16,390,48653,房本满五年,南,精装,无,顶层(共6层)2014年建,,-
丰台,北京山语城 ,4室2厅,158.24,790,49925,,南北,其他,无,高楼层(共6层)2015年建板楼,,-
丰台,亿城燕西华府 ,联排别墅,6室4,1690,45144,,374.36平米,南 北,毛坯,3层2015年建,,-
丰台,马家堡西里 ,2室1厅,59.76,325,54385,,南北,简装,无电梯,顶层(共6层)1993年建板楼,,-
丰台,大成时代公馆 ,1房间1卫,89.32,300,33588,,东,精装,有电梯,中楼层(共27层)2010年建塔楼,,-
丰台,永善里 ,2室1厅,104.7,572,54633,,西,其他,无,高楼层(共24层)2005年建塔楼,,-
丰台,珠江骏景南区 ,1室0厅,56.38,298,52856,,北,其他,无,低楼层(共21层)2007年建板塔结合,,-
丰台,京铁家园 ,2室1厅,119.78,598,49925,,南北,其他,无,中楼层(共14层)2002年建板楼,,-
丰台,华富丽苑 ,1室1厅,57.02,302,52964,,北,精装,有电梯,高楼层(共30层)2007年建塔楼,,-
丰台,京铁家园 ,2室2厅,107.54,545,50679,,西南,精装,有电梯,底层(共22层)2002年建塔楼,,-
丰台,西府兰庭 ,3室1厅,145.14,1030,70966,,南北,精装,无,高楼层(共18层)2006年建板楼,,-
丰台,首科花园 ,2室2厅,88.69,600,67652,,西,简装,有电梯,中楼层(共20层)2006年建塔楼,,-
丰台,大成时代公馆 ,1房间1卫,89.32,300,33588,,东,精装,有电梯,中楼层(共27层)2010年建塔楼,,-
丰台,三环新城7号院 ,2室1厅,93.21,510,54716,,南北,其他,有电梯,高楼层(共29层)2004年建板塔结合,,-
丰台,三环新城7号院 ,车位,32.71,18,5503,,东南西北,有电梯,无,-,玉泉,玉泉营
丰台,珠江峰景 ,1室1厅,68.16,390,57219,,东南,精装,无,底层(共13层)2006年建板塔结合,,-
丰台,政洋家园 ,2室1厅,83.37,460,55176,房本满五年,西南,其他,有电梯,中楼层(共18层)2000年建塔楼,,-
丰台,大红门东门里 ,3室0厅,57,315,55264,房本满五年,东西,简装,无电梯,中楼层(共5层)1978年建板楼,,-
丰台,大灰厂小区 ,2室1厅,52,170,32693,房本满五年,南北,简装,无,底层(共6层)1980年建板楼,,-
丰台,李家菜园 ,1室2厅,49.68,198,39856,房本满五年,东北,精装,无,中楼层(共5层)1989年建塔楼,,-
丰台,汤泉墅 ,1室1厅,54.65,235,43001,房本满五年,南,精装,无,低楼层(共6层)2013年建板楼,,-
丰台,汤泉墅 ,2室1厅,95.3,420,44072,房本满五年,南北,简装,无,低楼层(共6层)2011年建板楼,,-
丰台,珠光逸景二期 ,2室1厅,80.34,325,40454,房本满五年,南,精装,无,高楼层(共6层)2014年建,,-
丰台,园博嘉园 ,2室1厅,85.15,440,51674,房本满五年,东西北,其他,无,中楼层(共15层)2015年建,,-
丰台,丰泽居三号院 ,3室2厅,113.6,560,49296,房本满五年,南北,精装,无电梯,顶层(共6层)1990年建板楼,,-
丰台,正邦嘉园一期 ,4室2厅,175.59,880,50117,房本满五年,西北,简装,有电梯,高楼层(共22层)2001年建塔楼,,-
丰台,玺萌丽苑 ,3室1厅,137.52,1000,72717,房本满五年,南,简装,有电梯,低楼层(共24层)2003年建塔楼,,-
丰台,天伦北里 ,3室1厅,112.26,695,61910,房本满五年,西南,简装,有电梯,低楼层(共19层)1997年建塔楼,,-
丰台,威尔夏大道 ,2室1厅,129.4,1035,79985,房本满五年,南,简装,无,高楼层(共21层)2006年建板塔结合,,-
丰台,红庭 ,2房间1卫,37.52,200,53305,房本满五年,西,简装,有电梯,高楼层(共8层)2010年建板塔结合,,-
丰台,红庭 ,3房间2卫,48.44,195,40256,房本满五年,南北,简装,有电梯,高楼层(共8层)2010年建板塔结合,,-
丰台,珠光逸景一期 ,2室1厅,78.34,340,43401,,南,其他,无,低楼层(共6层)2013年建,,-
丰台,珠光逸景一期 ,2室1厅,79.41,345,43446,,南北,精装,无,低楼层(共6层)2013年建板楼,,-
丰台,丰益花园东区 ,3室1厅,174.22,1044,59925,,南北,简装,无电梯,中楼层(共14层)2002年建板楼,,-
丰台,珠江峰景 ,车位,26.38,27,10236,,南,-,无,塔楼,,-
丰台,嘉莲苑 ,3室2厅,131.62,880,66860,,南西北,简装,有电梯,底层(共23层)2002年建塔楼,,-
丰台,万恒家园 ,3室2厅,116.43,598,51362,,南北,精装,无电梯,顶层(共6层)2005年建板楼,,-
丰台,新城市经典 ,2室1厅,82.87,350,42235,,东北,毛坯,有电梯,底层(共18层)1999年建塔楼,,-
丰台,兆丰园 ,1室1厅,67.22,356,52961,,西南,精装,有电梯,低楼层(共20层)2000年建塔楼,,-
丰台,玉林里小区 ,2室1厅,60.5,394,65124,,南北,简装,无,中楼层(共6层)1980年建板楼,,-
丰台,园博府 ,3室2厅,194.01,1000,51544,,南北,精装,无,中楼层(共18层)2014年建板楼,,-
丰台,珠江骏景南区 ,1室0厅,68.16,320,46949,,东,精装,有电梯,高楼层(共13层)2006年建塔楼,,-
丰台,丽水园 ,2室2厅,98.11,667,67985,,南北,其他,有电梯,中楼层(共11层)2006年建板楼,,-
丰台,南珠苑 ,2室1厅,91.27,520,56974,,东,简装,有电梯,高楼层(共18层)1998年建塔楼,,-
丰台,大灰厂小区 ,2室0厅,47,155,32979,,南,简装,无,中楼层(共5层)1970年建板楼,,-
丰台,望园东里 ,2室1厅,107.91,650,60236,,西南,精装,有电梯,高楼层(共19层)2006年建塔楼,,-
丰台,珠光逸景二期 ,2室1厅,80.16,350,43663,房本满五年,南,精装,无,低楼层(共3层)2014年建,,-
丰台,庄维花园 ,3室1厅,135.88,770,56668,房本满五年,西南,简装,有电梯,底层(共24层)2002年建塔楼,,-
丰台,园博府 ,1房间1卫,51.82,160,30877,房本满五年,南,精装,无,高楼层(共18层)2014年建板楼,,-
丰台,园博府 ,4室2厅,259.12,1450,55959,房本满五年,东南北,精装,无,低楼层(共15层)2014年建板楼,,-
丰台,珠光逸景一期 ,2室1厅,79.41,350,44076,房本满五年,南北,精装,无,中楼层(共6层)2013年建板楼,,-
丰台,旭日嘉园 ,3室1厅,129.19,878,67962,房本满五年,东北,简装,有电梯,中楼层(共24层)2002年建塔楼,,-
丰台,政洋家园 ,3室2厅,114,650,57018,房本满五年,南北,简装,有电梯,中楼层(共18层)1998年建塔楼,,-
丰台,司达小区 ,2室1厅,59.85,329,54971,房本满五年,南北,简装,无电梯,顶层(共6层)1990年建板楼,,-
丰台,丽水园 ,2室2厅,105.57,690,65360,房本满五年,南北,简装,有电梯,高楼层(共9层)2006年建板楼,,-
丰台,红庭 ,2房间2卫,97.11,245,25230,房本满五年,南,简装,无电梯,底层(共8层)2010年建板塔结合,,-
丰台,卢沟桥城北路 ,2室0厅,50.52,240,47506,房本满五年,南,简装,无,顶层(共5层)1998年建,,-
丰台,南宫雅苑一期 ,2室1厅,82.41,385,46718,房本满五年,南北,其他,无,底层(共6层)2003年建板楼,,-
丰台,大灰厂小区 ,2室1厅,46.2,160,34633,房本满五年,南北,简装,无,中楼层(共6层)1998年建板楼,,-
丰台,领秀翡翠山 ,3室2厅,143.59,700,48750,,东西北,毛坯,无,低楼层(共6层)2015年建板楼,,-
丰台,珠光逸景二期 ,3室1厅,91.36,410,44878,,南北,简装,无,顶层(共6层)2014年建,,-
丰台,园博府 ,3室2厅,193.91,980,50539,,南西北,其他,无,中楼层(共18层)2014年建板楼,,-
丰台,大成时代公馆 ,2房间1卫,96.29,294,30533,,东,精装,有电梯,低楼层(共27层)2010年建塔楼,,-
丰台,芳城园一区 ,3室1厅,95.8,560,58456,,东南,简装,有电梯,中楼层(共27层)1994年建板塔结合,,-
丰台,益城园 ,2室1厅,81.32,550,67635,,南北,精装,有电梯,顶层(共10层)2003年建板楼,,-
丰台,珠江骏景南区 ,1室1厅,86.35,415,48061,,东,精装,有电梯,高楼层(共13层)2006年建塔楼,,-
丰台,万润风景 ,3室2厅,124.84,850,68088,,西南北,精装,有电梯,低楼层(共14层)2006年建板楼,,-
丰台,蔚园 ,3室1厅,85.04,443,52094,,南西北,简装,有电梯,高楼层(共20层)1997年建塔楼,,-
丰台,玉林里小区 ,3室1厅,81.6,530,64951,,东南北,简装,有电梯,高楼层(共18层)1993年建塔楼,,-
丰台,万年花城三期 ,3室2厅,127.57,829,64984,,东西,简装,无,低楼层(共16层)2006年建板楼,,-
丰台,卢西嘉园 ,2室1厅,65.63,285,43426,,南北,精装,无,低楼层(共6层)2006年建板楼,,-
丰台,正阳小区 ,3室1厅,114.89,615,53530,,西北,简装,有电梯,高楼层(共19层)2000年建塔楼,,-
丰台,新村三里 ,2室1厅,63.72,318,49906,,南北,毛坯,无,顶层(共6层)1998年建板楼,,-
丰台,建欣苑三里 ,2室1厅,69.32,345,49770,,东西,简装,有电梯,中楼层(共12层)2003年建板塔结合,,-
丰台,角门东里 ,3室1厅,91.32,435,47635,,西南,精装,有电梯,顶层(共18层)1998年建塔楼,,-
丰台,园博嘉园 ,2室1厅,86.48,460,53192,,南北,精装,无,中楼层(共14层)2015年建,,-
丰台,庄维花园 ,1室2厅,80.13,425,53039,房本满五年,北,精装,有电梯,中楼层(共24层)2001年建塔楼,,-
丰台,长安新城二区 ,2室1厅,105.83,620,58585,房本满五年,南,简装,有电梯,中楼层(共11层)2002年建板楼,,-
丰台,玉林东里二区 ,2室1厅,61.3,415,67700,房本满五年,西南,其他,有电梯,低楼层(共18层)1990年建塔楼,,-
丰台,珠江骏景南区 ,3室1厅,154.87,800,51657,房本满五年,南北,其他,有电梯,高楼层(共23层)2007年建板塔结合,,-
丰台,万年花城三期 ,2室2厅,95.74,574,59955,房本满五年,东南西,简装,无,低楼层(共16层)2006年建板楼,,-
丰台,威尔夏大道 ,1房间1卫,32.98,130,39418,房本满五年,北,精装,有电梯,中楼层(共8层)2006年建塔楼,,-
丰台,园博嘉园 ,1室0厅,57.85,320,55316,房本满五年,东南,精装,无,中楼层(共14层)2015年建塔楼,,-
丰台,万年花城四期 ,车位,37.94,30,7908,房本满五年,东,有电梯,无,2008年建板楼,,-
丰台,嘉园三里 ,1室1厅,51.86,300,57849,房本满五年,西,其他,有电梯,底层(共12层)1997年建板楼,,-
丰台,莲花池南里 ,2室1厅,58.7,380,64736,房本满五年,南北,简装,无电梯,高楼层(共6层)1992年建板楼,,-
丰台,花园北里 ,3室1厅,69.3,258,37230,房本满五年,南北,毛坯,无,中楼层(共6层)板楼,,-
丰台,汇丰家园 ,3室2厅,122.81,675,54963,房本满五年,南北,简装,无电梯,低楼层(共6层)2002年建板楼,,-
丰台,珠江峰景 ,2室2厅,119.26,700,58696,,西南,精装,有电梯,中楼层(共21层)2006年建塔楼,,-
丰台,珠江峰景 ,2室1厅,112.15,610,54392,,东南西北,精装,有电梯,底层(共21层)2006年建塔楼,,-
丰台,玉林东里三区 ,3室1厅,74.3,480,64603,,南北,其他,无电梯,中楼层(共6层)1988年建板楼,,-
丰台,东瑞丽景 ,3室1厅,115.94,720,62102,,西,简装,有电梯,低楼层(共18层)2007年建,,-
丰台,五里店南里 ,3室1厅,74.15,318,42887,,南北,简装,无,中楼层(共6层)1990年建板楼,,-
丰台,珠光逸景二期 ,3室1厅,90.84,390,42933,,南北,精装,无,中楼层(共6层)2014年建,,-
丰台,开阳里六区 ,3室2厅,102.01,660,64700,,西北,精装,有电梯,高楼层(共18层)2002年建塔楼,,-
